3/14/2024, 4:29 PM								
User Name								
Experimental Description								
Header A (units)	Header B (u)	Header C (u)	Header D (u)					
0.130063	113.000000	64.816332	644.988820	113.000000	0.250000	1.000000	368.111405	1.000000
0.130563	113.000000	65.130237	642.484806	113.000000	0.250000	1.000000	365.500094	1.000000
0.131063	113.000000	65.441487	641.020227	113.000000	0.250000	1.000000	362.815238	1.000000
0.131563	113.000000	65.749627	640.811080	113.000000	0.250000	1.000000	360.050955	1.000000
0.132063	113.000000	66.054684	641.927745	113.000000	0.250000	1.000000	357.267026	1.000000
0.132563	113.000000	66.357086	643.578941	113.000000	0.250000	1.000000	354.441332	1.000000
0.133063	113.000000	66.657230	645.996717	113.000000	0.250000	1.000000	351.592885	1.000000
0.133564	113.000000	66.955483	648.904410	113.000000	0.250000	1.000000	348.746775	1.000000
0.134064	113.000000	67.252177	651.953176	113.000000	0.250000	1.000000	345.933238	1.000000
0.134564	113.000000	67.547614	654.733522	113.000000	0.250000	1.000000	343.181044	1.000000
0.135064	113.000000	67.842065	656.857642	113.000000	0.250000	1.000000	340.515290	1.000000
0.135564	113.000000	68.135771	657.986648	113.000000	0.250000	1.000000	337.969191	1.000000
0.136064	113.000000	68.428581	657.723264	113.000000	0.250000	1.000000	335.712312	1.000000
0.136564	113.000000	68.720023	654.007648	113.000000	0.250000	1.000000	333.577659	1.000000
0.137064	113.000000	69.010080	648.921087	113.000000	0.250000	1.000000	331.528458	1.000000
0.137564	113.000000	69.299122	642.881204	113.000000	0.250000	1.000000	329.523915	1.000000
0.138064	113.000000	69.587473	636.360639	113.000000	0.250000	1.000000	327.527066	1.000000
0.138564	113.000000	69.875414	629.789011	113.000000	0.250000	1.000000	325.515367	1.000000
0.139064	113.000000	70.162824	623.460231	113.000000	0.250000	1.000000	323.477449	1.000000
0.139564	113.000000	70.449248	617.565637	113.000000	0.250000	1.000000	321.405309	1.000000
0.140064	113.000000	70.734320	612.244967	113.000000	0.250000	1.000000	319.287625	1.000000
0.140564	113.000000	71.017750	607.670647	113.000000	0.250000	1.000000	317.116466	1.000000
0.141065	113.000000	71.299684	603.925594	113.000000	0.250000	1.000000	314.896897	1.000000
0.141565	113.000000	71.580627	600.891570	113.000000	0.250000	1.000000	312.642739	1.000000
0.142065	113.000000	71.861018	598.348708	113.000000	0.250000	1.000000	310.370736	1.000000
0.142565	113.000000	72.140867	596.087178	113.000000	0.250000	1.000000	308.091709	1.000000
0.143065	113.000000	72.420192	593.970256	113.000000	0.250000	1.000000	305.815241	1.000000
0.143565	113.000000	72.699379	591.836608	113.000000	0.250000	1.000000	303.551127	1.000000
0.144065	113.000000	72.978390	589.568421	113.000000	0.250000	1.000000	301.302574	1.000000
0.144565	113.000000	73.256469	587.208022	113.000000	0.250000	1.000000	299.066801	1.000000
0.145065	113.000000	73.532639	584.897023	113.000000	0.250000	1.000000	296.831868	1.000000
0.145565	113.000000	73.806831	582.791560	113.000000	0.250000	1.000000	294.587783	1.000000
0.146065	113.000000	74.079378	580.979601	113.000000	0.250000	1.000000	292.338443	1.000000
0.146565	113.000000	74.350584	579.379516	113.000000	0.250000	1.000000	290.092846	1.000000
0.147065	113.000000	74.621085	577.809864	113.000000	0.250000	1.000000	287.856313	1.000000
0.147565	113.000000	74.891060	576.184713	113.000000	0.250000	1.000000	285.632612	1.000000
0.148066	113.000000	75.160667	574.439851	113.000000	0.250000	1.000000	283.418736	1.000000
0.148566	113.000000	75.430046	572.597674	113.000000	0.250000	1.000000	281.210822	1.000000
0.149066	113.000000	75.698590	570.772403	113.000000	0.250000	1.000000	279.006168	1.000000
0.149566	113.000000	75.965804	569.051721	113.000000	0.250000	1.000000	276.804815	1.000000
0.150066	113.000000	76.231655	567.438704	113.000000	0.250000	1.000000	274.614231	1.000000
0.150566	113.000000	76.496136	565.841204	113.000000	0.250000	1.000000	272.441672	1.000000
0.151066	113.000000	76.759260	564.167403	113.000000	0.250000	1.000000	270.291901	1.000000
0.151566	113.000000	77.021057	562.354626	113.000000	0.250000	1.000000	268.163537	1.000000
0.152066	113.000000	77.281936	560.375598	113.000000	0.250000	1.000000	266.054676	1.000000
0.152566	113.000000	77.542250	558.215361	113.000000	0.250000	1.000000	263.965797	1.000000
0.153066	113.000000	77.801579	555.913764	113.000000	0.250000	1.000000	261.886272	1.000000
0.153566	113.000000	78.059225	553.679517	113.000000	0.250000	1.000000	259.796930	1.000000
0.154066	113.000000	78.314989	551.773055	113.000000	0.250000	1.000000	257.689267	1.000000
0.154566	113.000000	78.569092	550.275938	113.000000	0.250000	1.000000	255.572283	1.000000
0.155066	113.000000	78.821748	549.053071	113.000000	0.250000	1.000000	253.459595	1.000000
0.155567	113.000000	79.073152	547.913329	113.000000	0.250000	1.000000	251.366910	1.000000
0.156067	113.000000	79.323125	546.680628	113.000000	0.250000	1.000000	249.305901	1.000000
0.156567	113.000000	79.571540	545.223686	113.000000	0.250000	1.000000	247.278446	1.000000
