3/14/2024, 9:26 PM								
User Name								
Experimental Description								
Header A (units)	Header B (u)	Header C (u)	Header D (u)					
0.128184	113.000000	38.568529	74.196285	113.000000	0.250000	1.000000	511.500000	0.000000
0.128684	113.000000	38.803715	73.961418	113.000000	0.250000	1.000000	511.500000	0.000000
0.129184	113.000000	39.038582	73.726599	113.000000	0.250000	1.000000	511.500000	0.000000
0.129684	113.000000	39.273401	73.491599	113.000000	0.250000	1.000000	511.500000	0.000000
0.130184	113.000000	39.508401	73.256232	113.000000	0.250000	1.000000	511.500000	0.000000
0.130684	113.000000	39.743768	73.020706	113.000000	0.250000	1.000000	511.500000	0.000000
0.131185	113.000000	39.979294	72.785563	113.000000	0.250000	1.000000	511.500000	0.000000
0.131685	113.000000	40.214437	72.550525	113.000000	0.250000	1.000000	511.500000	0.000000
0.132185	113.000000	40.449475	72.314996	113.000000	0.250000	1.000000	511.500000	0.000000
0.132685	113.000000	40.685004	72.079208	113.000000	0.250000	1.000000	511.500000	0.000000
0.133185	113.000000	40.920792	71.843360	113.000000	0.250000	1.000000	511.500000	0.000000
0.133685	113.000000	41.156640	71.607257	113.000000	0.250000	1.000000	511.500000	0.000000
0.134185	113.000000	41.392743	71.371100	113.000000	0.250000	1.000000	511.500000	0.000000
0.134685	113.000000	41.628900	71.135423	113.000000	0.250000	1.000000	511.500000	0.000000
0.135185	113.000000	41.864577	70.900302	113.000000	0.250000	1.000000	511.500000	0.000000
0.135685	113.000000	42.099698	70.665431	113.000000	0.250000	1.000000	511.500000	0.000000
0.136185	113.000000	42.334569	70.430551	113.000000	0.250000	1.000000	511.500000	0.000000
0.136685	113.000000	42.569449	70.195442	113.000000	0.250000	1.000000	511.500000	0.000000
0.137185	113.000000	42.804558	69.959928	113.000000	0.250000	1.000000	511.500000	0.000000
0.137685	113.000000	43.040072	69.723864	113.000000	0.250000	1.000000	511.500000	0.000000
0.138185	113.000000	43.276136	69.487138	113.000000	0.250000	1.000000	511.500000	0.000000
0.138686	113.000000	43.512862	69.250027	113.000000	0.250000	1.000000	511.500000	0.000000
0.139186	113.000000	43.749973	69.012770	113.000000	0.250000	1.000000	511.500000	0.000000
0.139686	113.000000	43.987230	68.775206	113.000000	0.250000	1.000000	511.500000	0.000000
0.140186	113.000000	44.224794	68.537567	113.000000	0.250000	1.000000	511.500000	0.000000
0.140686	113.000000	44.462433	68.300047	113.000000	0.250000	1.000000	511.500000	0.000000
